Lung_weight,Lung_weight_x_100,Day.x,Mouse_ID,Eotaxin (74),G-CSF (54),GM-CSF (73),IFNg (34),IL-10 (56),IL-12p40 (76),IL-12p70 (78),IL-13 (37),IL-17A (72),IL-1b (19),IL-2 (36),IL-3 (18),IL-4 (39),IL-5 (52),IL-6 (38),IL-9 (33),IL-1a (53),KC (57),MCP-1 (51),MIP-1B (75),MIP-1a (77),RANTES (55),TNFa (21),Day.y,BAL Cell counts,Hysteresis,BAL protein,Viral Burden,Group,Day 0,Day 3,Day 4,Day 5,Day 8
0.0301,3.01,3,25,527.9269103,1.707641196,6.671096346,7.61461794,4.664451827,27.28903654,28.44186047,39.98006645,4.003322259,1.016611296,6.930232558,2.182724252,0.299003322,2.644518272,3.411960133,11.52159468,7.913621262,21.15946844,125.6611296,49.50166113,5.418604651,522.9800664,19.91694352,Day 3,150000,0.8353,156.567,99760.32363,Day 3,1,1.222754491,0,0,0
0.0413,4.13,3,26,381.6319613,16.75060533,5.021791768,4.615012107,3.08716707,71.60290557,20.72881356,13.50121065,1.813559322,0.813559322,3.101694915,0.842615012,0.389830508,1.329297821,9.476997579,5.723970944,4.837772397,124.6828087,557.5254237,81.29297821,17.92736077,313.1815981,10.85230024,Day 3,880000,0.9089,259.937,942388439,Day 3,1,1.041071429,0,0,0
0.0254,2.54,3,27,405.3661417,0,4.586614173,6.066929134,0.775590551,15.44094488,22.40551181,31.99606299,3.118110236,0.602362205,4.716535433,1.05511811,0.511811024,2.460629921,2.094488189,7.862204724,6.165354331,10.56692913,150.2637795,22.92519685,2.775590551,108.9291339,10.92913386,Day 3,60000,1.0063,57.3318,31337.00298,Day 3,1,1.224120603,0,0,0
0.0281,2.81,3,28,422.0711744,1.829181495,4.462633452,5.106761566,2.348754448,25.80782918,20.25266904,15.72241993,3.277580071,0.597864769,2.167259786,1.334519573,0.462633452,1.128113879,2.295373665,5.476868327,5.451957295,46.44483986,276.886121,64.16725979,11.84341637,297.9395018,9.035587189,Day 3,450000,0.5764,187.06115,2839538318,Day 3,1,1.231147541,0,0,0
0.031,3.1,3,29,258.0580645,0,3.14516129,5.929032258,0.94516129,18.06774194,18.35806452,22.75806452,3.180645161,0.593548387,3.829032258,1.122580645,0.290322581,1.396774194,1.767741935,5.922580645,5.296774194,7.419354839,128.9580645,29.98387097,4.535483871,90.94516129,8.190322581,Day 3,570000,0.5037,473.9129,278717253.5,Day 3,1,1.127731092,0,0,0
0.029,2.9,4,31,288.7275862,0,5.962068966,8.631034483,5.575862069,24.67586207,30.37931034,52.03103448,3.548275862,1.027586207,7.610344828,2.165517241,0.64137931,3.465517241,3.824137931,12.59655172,8.731034483,14.95172414,96.39655172,37.7137931,5.303448276,231.9551724,20.67241379,Day 4,260000,1.1309,89.3765,2241464704,Day 4,1,1.225609756,1.313414634,0,0
0.0365,3.65,4,32,453.3972603,0.846575342,7.660273973,7.402739726,3.375342466,45.5260274,26.86849315,35.20547945,2.405479452,0.753424658,5.550684932,1.408219178,0.619178082,4.909589041,3.926027397,8.871232877,10.56164384,25.2739726,211.769863,70.26575342,12.47945205,313.4986301,13.99452055,Day 4,2470000,1.076,564.36165,1262510.641,Day 4,1,1.18902439,1.232317073,0,0
0.0306,3.06,4,33,450.0457516,1.183006536,5.163398693,5.91503268,3.45751634,39.26470588,25.73529412,28.8496732,2.169934641,0.849673203,3.745098039,1.633986928,0.39869281,1.54248366,3.996732026,7.424836601,5.408496732,149.5588235,286.3660131,49.53594771,7.794117647,418.5294118,14.24183007,Day 4,190000,0.8275,209.80255,636002153.8,Day 4,1,1.176470588,1.265441176,0,0
0.0444,4.44,4,34,199.6036036,0,2.623873874,3.351351351,1.078828829,20.22297297,16.7545045,9.95045045,1.542792793,0.310810811,1.322072072,0.722972973,0.308558559,0.626126126,2.894144144,3.826576577,3.418918919,11.55855856,77.54954955,20.62162162,1.52027027,84.74324324,8.153153153,Day 4,100000,1.2958,81.1069,1549.676682,Day 4,1,1.213114754,1.296174863,0,0
0.0497,4.97,4,35,117.2575453,73.34406439,12.31187123,6.507042254,8.863179074,230.5030181,39.55533199,18.45875252,1.52917505,2.436619718,1.879275654,1.674044266,0.637826962,5.657947686,157.1307847,5.959758551,7.93360161,156.9416499,3393.243461,915.4808853,140.082495,1684.555332,16.88933602,Day 4,1680000,1.049,566.42905,10250307686,Day 4,1,1.18404908,1.184662577,0,0
0.0424,4.24,4,36,289.6839623,41.54481132,6.726415094,7.183962264,6.181603774,100.384434,35.76650943,29.15330189,1.969339623,1.148584906,6.070754717,1.858490566,0.514150943,3.257075472,19.82075472,9.160377358,4.275943396,78.41981132,602.9787736,100.9080189,22.25,501.4575472,22.29245283,Day 4,280000,0.8993,273.89195,2066666227,Day 4,1,1.224137931,1.300862069,0,0
0.0325,3.25,4,37,940.2923077,81.81230769,12.15384615,9.504615385,17.21230769,589.3169231,55.30153846,36.52,2.24,2.846153846,4.483076923,1.932307692,0.975384615,8.596923077,28.95076923,14.36923077,15.89538462,156.3784615,2189.003077,488.0646154,166.9323077,1258.990769,19.62769231,Day 4,420000,0.6724,451.68835,2866032345,Day 4,1,1.202898551,1.232608696,0,0
0.0231,2.31,4,38,516.3506494,0,7.484848485,10.47186147,4.012987013,40.31601732,33.28138528,49.95238095,4.411255411,1.19047619,7.108225108,2.103896104,0.593073593,3.199134199,4.627705628,15.41558442,8.887445887,16.34632035,153.1645022,59.67532468,6.233766234,333.5930736,20.48484848,Day 4,110000,1.2614,141.57835,319085.1441,Day 4,1,1.182857143,1.229714286,0,0
0.0415,4.15,4,39,241.7036145,0,4.510843373,5.691566265,3.38313253,12.79036145,17.4746988,32.52289157,2.012048193,0.662650602,6.226506024,1.204819277,0.21686747,1.872289157,2.409638554,8.134939759,7.120481928,6.681927711,53.17590361,24.97590361,1.426506024,114.7180723,12.30843373,Day 4,130000,0.8768,203.60035,144111.8519,Day 4,1,1.248322148,1.281879195,0,0
0.0294,2.94,4,40,322.0306122,26.03741497,6.829931973,8.656462585,5.210884354,142.2210884,34.41496599,33.53741497,3.132653061,1.142857143,8.857142857,1.843537415,0.255102041,3.673469388,9.142857143,12.1122449,11.51360544,55.30272109,962.7210884,171.1530612,86.36054422,987.3673469,16.52040816,Day 4,340000,1.1689,203.60035,257393698.2,Day 4,1,1.22875817,1.262091503,0,0
0.0358,3.58,4,41,28.60614525,0,0,0,0,10.95530726,0,0,0.117318436,0.427374302,2.55027933,0,0,1.209497207,0,0,0.840782123,0.223463687,32.03631285,0,0.606145251,8.715083799,0,Day 4,70000,1.2183,113.1516,412935.464,Day 4,1,1.315789474,1.361403509,0,0
0.0278,2.78,4,42,321.8129496,0,9.449640288,9.615107914,7.334532374,41.69064748,41.55035971,61.01079137,5.115107914,1.618705036,10.21942446,4.402877698,0.410071942,3.341726619,5.071942446,12.64028777,13.25539568,13.05035971,77.81654676,33.93165468,2.917266187,238.8345324,33.04316547,Day 4,110000,1.3092,139.51095,731621.1029,Day 4,1,1.288590604,1.337583893,0,0
0.0169,1.69,4,43,2175.828402,778.6035503,42.31360947,20.26035503,36.81656805,723.2071006,164.9112426,89.28402367,5.514792899,11.96449704,5.656804734,5.360946746,3.526627219,36.62721893,197.0710059,27.35502959,48.72189349,1457.698225,12553.1716,4261.118343,760.852071,2597.976331,71.44970414,Day 4,0,0.9439,0,17834087466,Day 4,1,1.12244898,1.136054422,0,0
0.0228,2.28,4,44,572.1798246,0,8.807017544,8.719298246,4.065789474,21.3377193,39.18859649,40.23684211,4.276315789,1.105263158,12.02631579,1.885964912,0.5,3.49122807,2.548245614,15.61842105,10.95614035,13.3245614,120.8859649,50.40350877,4.745614035,258.3596491,22.40350877,Day 4,110000,1.0021,304.3861,1143987.878,Day 4,1,1.255639098,1.326315789,0,0
0.0289,2.89,4,45,380.6816609,0,2.214532872,7.117647059,1.01384083,26.09342561,19.47404844,30.5467128,2.757785467,0.581314879,5.325259516,1.633217993,0.051903114,1.498269896,1.802768166,8.657439446,8.121107266,10.8200692,77.35640138,26.0449827,3.446366782,175.3564014,12.94809689,Day 4,120000,1.1171,238.2293,534957.5495,Day 4,1,1.162162162,1.243918919,0,0
0.0373,3.73,5,46,368.3780161,23.12064343,8.080428954,5,5.691689008,120.4075067,27.96246649,15.45576408,2.136729223,0.941018767,1.750670241,1.190348525,0.348525469,2.08310992,9.820375335,5.107238606,8.069705094,47.92761394,605.7131367,278.2600536,70.13941019,1440.233244,9.378016086,Day 5,410000,0.8201,282.6784,1413963671,Day 5,1,1.256198347,1.347107438,1.46446281,0
0.0334,3.34,5,47,307.1467066,0,5.176646707,8.988023952,3.035928144,17.50299401,30.10778443,39.44311377,2.724550898,0.847305389,9.853293413,1.28742515,0.176646707,3.008982036,2.664670659,12.87125749,11.7245509,10.68562874,59.44311377,31.03293413,4.086826347,367.9580838,16.04790419,Day 5,140000,1.2729,121.93805,2009020.487,Day 5,1,1.268115942,1.304347826,1.417391304,0
0.0397,3.97,5,48,181.8261965,0,4.355163728,6.662468514,2.664987406,16.07304786,21.8790932,27.38790932,2.156171285,0.617128463,6.360201511,1.365239295,0.206549118,1.861460957,2.838790932,9.491183879,8.010075567,8.471032746,62.67002519,42.19899244,6.539042821,527.6700252,11.60453401,Day 5,90000,1.5,165.8703,497609.076,Day 5,1,1.228571429,1.271428571,1.354285714,0
0.0344,3.44,5,49,312.2325581,53.74127907,12.00872093,15.11627907,97.73837209,459.1424419,57.14825581,34.50290698,2.520348837,3.825581395,5.450581395,2.851744186,1.043604651,7.476744186,65.13081395,10.75290698,9.622093023,113.6831395,7364.497093,3165.918605,1059.165698,8116.357558,29.22093023,Day 5,490000,0.9057,467.7107,600524101.5,Day 5,1,1.279661017,1.322033898,1.426271186,0
0.0249,2.49,5,50,255.1807229,0,1.381526104,9.152610442,0.598393574,24.45381526,26.11646586,38.91164659,0.417670683,0.738955823,4.052208835,0.967871486,0.361445783,4.642570281,2.851405622,11.15261044,7.803212851,28.06425703,140.1927711,56.6626506,16.25301205,338.4859438,9.959839357,Day 5,2900000,0.6363,766.45,3434355522,Day 5,1,1.630136986,1.657534247,1.738356164,0
0.0408,4.08,5,51,481.0367647,60.82352941,8.026960784,7.678921569,6.625,114.2279412,31.67156863,30.69852941,2.242647059,1.379901961,4.669117647,1.678921569,0.654411765,4.666666667,18.12009804,12.24019608,6.909313725,71.69117647,903.8676471,216.7769608,71.31127451,1132.688725,15.63480392,Day 5,590000,0.6015,510.60925,178423707.6,Day 5,1,1.626373626,1.692307692,1.725274725,0
0.0363,3.63,5,52,388.9393939,0,2.955922865,6.123966942,2.432506887,27.09917355,24.44077135,21.41322314,2.093663912,0.630853994,7.011019284,0.884297521,0.336088154,0.980716253,2.019283747,9.743801653,8.366391185,8.939393939,63.55096419,28.01652893,2.688705234,160.0936639,10.64738292,Day 5,100000,1.3083,68.18565,90934.77679,Day 5,1,1.646153846,1.661538462,1.749230769,0
0.0258,2.58,5,53,9.189922481,0,0,0.763565891,0,0.248062016,0,9.07751938,0,0,0,0,0,0,0,1.112403101,0,1.57751938,0,0,0.333333333,25.36434109,0,Day 5,170000,1.2401,126.5897,232817.3936,Day 5,1,1.557522124,1.619469027,1.692920354,0
0.0259,2.59,5,54,439.3050193,0,6.675675676,8.691119691,6.571428571,63.07335907,34.01544402,44.55212355,4.355212355,1.092664093,5.308880309,1.984555985,0.590733591,2.55984556,4.127413127,10.72200772,6.38996139,42.55212355,192.6447876,82.71042471,12.64478764,1034.837838,19.72200772,Day 5,90000,0.9843,335.3971,15080724.93,Day 5,1,1.182608696,1.243478261,1.291304348,0
0.0242,2.42,5,55,346.9049587,0,5.181818182,8.157024793,3.648760331,25.96694215,28.9338843,39.33057851,4.119834711,1.041322314,6.148760331,2.008264463,0.537190083,2.739669421,2.152892562,10.33884298,7.632231405,14.01652893,127.1322314,63.69421488,10.41735537,1024.235537,15.97107438,Day 5,70000,1.3628,44.41055,2879404.307,Day 5,1,1.230088496,1.283185841,1.381415929,0
0.0383,3.83,5,56,418.4751958,46.65274151,4.88772846,4.514360313,1.723237598,46.55874674,24.62924282,22.1383812,1.637075718,0.778067885,2.550913838,1.052219321,0.195822454,2.227154047,14.87467363,6.652741514,5.736292428,69.93994778,408.6788512,108.6997389,22.18276762,604.0939948,10.41253264,Day 5,370000,0.7263,343.6667,415032923.2,Day 5,1,1.303225806,1.335483871,1.387741935,0
0.0345,3.45,5,57,121.3304348,2.55942029,1.855072464,5.88115942,0,11.8,0,23.55652174,0.628985507,0.533333333,2.924637681,1.327536232,0.084057971,1.701449275,0,3.666666667,1.762318841,52.37391304,601.0376812,96.83768116,8.084057971,992.5652174,7.35942029,Day 5,580000,0.7853,241.84725,9525915250,Day 5,1,1.262135922,1.359223301,1.495145631,0
0.0515,5.15,5,58,384.0776699,0,2.761165049,2.761165049,0,17.61941748,11.05048544,9.714563107,1.248543689,0.326213592,1.310679612,0.467961165,0.297087379,0.312621359,1.198058252,2.988349515,3.027184466,7.361165049,60.46796117,25.4815534,4.104854369,329.2970874,5.621359223,Day 5,110000,1.3406,76.9721,1750507.559,Day 5,1,1.257352941,1.323529412,1.475,0
0.0285,2.85,5,59,321.4561404,0,9.21754386,6.066666667,0.863157895,27.47368421,20.84561404,28.51578947,2.368421053,0.645614035,1.828070175,2.101754386,0.456140351,1.315789474,2.49122807,6.764912281,6.435087719,11.38596491,117.8666667,39.46666667,7.992982456,780.5087719,12.27368421,Day 5,250000,1.0614,227.8923,103199187.8,Day 5,1,1.30075188,1.398496241,1.568421053,0
0.0286,2.86,5,60,468.3076923,23.97202797,9.972027972,7.576923077,12.59090909,59.40909091,44.74475524,36.84265734,2.954545455,1.094405594,5.916083916,1.601398601,0.562937063,4.632867133,14.7972028,9.388111888,7.91958042,93.50699301,954.0699301,334.0454545,99.73076923,1380.307692,19.18181818,Day 5,2050000,1.0248,406.20555,3399584766,Day 5,1,1.336283186,1.380530973,1.467256637,0
0.0471,4.71,8,61,342.0615711,70.59023355,8.191082803,12.45647558,24.4373673,59.02760085,28.22717622,30.014862,1.840764331,2.377919321,3.225053079,1.828025478,0.690021231,4.35881104,39.08492569,6.825902335,6.67940552,199.1358811,1407.864119,674.0360934,131.089172,2755.953291,21.91082803,Day 8,1820000,1.0961,1052.7849,4019675.253,Day 8,1,1.292517007,1.340136054,1.482993197,1.619047619
0.0592,5.92,8,62,96.87837838,84.5,6.516891892,20.38513514,371.3851351,178.6486486,44.95439189,17.22972973,1.211148649,2.72972973,5.195945946,1.962837838,0.564189189,3.059121622,32.45945946,5.896959459,10.71959459,82.32939189,0,4094.699324,0,5477.246622,23.05236486,Day 8,1340000,0.6116,1463.68065,3853787393,Day 8,1,1.138888889,1.138888889,1.172222222,0.935555556
0.0484,4.84,8,63,175.0247934,1.061983471,2.216942149,1.952479339,0.799586777,32.69008264,14.59504132,5.739669421,1.059917355,0.252066116,0.196280992,0.580578512,0.283057851,0.252066116,1.70661157,2.423553719,5.45661157,13.28099174,48.82644628,42.85950413,6.117768595,805.2975207,4.276859504,Day 8,270000,1.608,367.4418,538694.184,Day 8,1,1.186813187,1.225274725,1.291208791,1.365934066
0.0177,1.77,8,64,225.3954802,0,0,5.553672316,0.265536723,94.41242938,27.20338983,35.72316384,4.231638418,0.689265537,1.779661017,1.813559322,0.163841808,2.666666667,4.666666667,5.214689266,6.86440678,14.83050847,129.5310734,80.31638418,12.24293785,401.2372881,14.34463277,Day 8,360000,1.0746,221.17325,152368.4675,Day 8,1,1.248,1.336,1.384,1.6272
0.0355,3.55,8,65,236.5380282,0,4.450704225,3.490140845,0.554929577,34.64507042,14.62253521,12.44507042,1.546478873,0.343661972,1.084507042,0.98028169,0.230985915,0.563380282,2.456338028,3.433802817,4.16056338,10.71830986,60.93802817,58.91549296,9.887323944,1476.278873,6.16056338,Day 8,100000,1.2429,358.1385,1.27513212,Day 8,1,1.251851852,1.325925926,1.4,1.585925926
0.0421,4.21,8,66,392.3800475,11.62945368,5.819477435,3.097387173,5.636579572,151.0498812,10.24703088,12.34204276,0.503562945,1.517814727,0.831353919,1.25415677,0.517814727,2.296912114,16.36104513,2.137767221,3.116389549,44.0023753,369.1995249,145.3610451,22.03562945,1025.083135,6.311163895,Day 8,750000,0.681,504.9239,79438593.99,Day 8,1,1.277310924,1.344537815,1.420168067,1.594957983
0.0415,4.15,8,67,113.7518072,0,1.542168675,1.479518072,0.238554217,45.8939759,14.91807229,6.693975904,1.125301205,0.313253012,0.101204819,0.580722892,0.21686747,0.197590361,2.159036145,2.277108434,2.896385542,14.42409639,31.22168675,20.15903614,2.575903614,473.8481928,4.710843373,Day 8,250000,0.7629,191.7128,413.6042406,Day 8,1,1.216049383,1.259259259,1.290123457,1.338888889
0.0327,3.27,8,68,239.8287462,0,1.051987768,1.987767584,0,17.12844037,11.66055046,7.162079511,1.773700306,0.232415902,0.290519878,0.581039755,0.373088685,0.250764526,1.220183486,2.333333333,3.336391437,7.440366972,64.36391437,26.25688073,3.214067278,516.4220183,4.23853211,Day 8,40000,1.1087,58.88235,1.13709587,Day 8,1,1.234939759,1.277108434,1.325301205,1.418674699
0.0285,2.85,8,69,382.4807018,45.11578947,10.38947368,9.280701754,29.98245614,246.7122807,37.47017544,18.23157895,2.035087719,2.715789474,4.933333333,1.364912281,0.922807018,2.726315789,16.3754386,7.649122807,6.312280702,116.7192982,961.5263158,1039.063158,203.9754386,3868.084211,15.72631579,Day 8,860000,0.6323,211.3531,19846334.64,Day 8,1,1.201834862,1.247706422,1.330275229,1.613761468
0.0266,2.66,8,70,461.2556391,0,1.293233083,4.413533835,0,21.97744361,17.63157895,27.20300752,2.518796992,0.778195489,2.372180451,0.906015038,0.195488722,1.484962406,2.755639098,5.785714286,5.086466165,9.037593985,61.64661654,31.17293233,5.323308271,1173.281955,12.69548872,Day 8,120000,1.0761,228.926,1.06018688,Day 8,1,1.140939597,1.161073826,1.194630872,1.291946309
0.0325,3.25,8,71,240.24,9.175384615,5.32,4.824615385,15.02461538,118.4215385,22.69538462,9.852307692,1.372307692,1.452307692,0.676923077,1.153846154,0.350769231,3.787692308,7.796923077,3.963076923,4.606153846,27.02769231,362.0338462,1450.326154,305.4492308,2456.501538,6.015384615,Day 8,8000000,1.8393,601.57485,9970457.912,Day 8,1,1.3,1.307692308,1.384615385,1.426923077
0.0515,5.15,8,72,348.4116505,0,3.634951456,3.887378641,2.559223301,131.1126214,16.13980583,7.80776699,0.875728155,0.444660194,0.403883495,0.72815534,0.337864078,0.916504854,2.66407767,3.609708738,3.095145631,26.85631068,219.223301,81.35728155,16.01359223,3400.945631,5.159223301,Day 8,210000,1.4704,467.19385,402922.5369,Day 8,1,1.257861635,1.295597484,1.427672956,1.594968553
